Source,Target,Type,id,label,timeset,weight
41,329,Undirected,63,,,1.0
41,467,Undirected,64,,,1.0
41,650,Undirected,65,,,1.0
42,174,Undirected,66,,,1.0
43,144,Undirected,67,,,1.0
44,277,Undirected,68,,,1.0
45,316,Undirected,69,,,1.0
45,615,Undirected,70,,,1.0
45,729,Undirected,71,,,1.0
45,709,Undirected,72,,,1.0
45,296,Undirected,73,,,1.0
45,427,Undirected,74,,,1.0
45,290,Undirected,75,,,1.0
45,625,Undirected,76,,,1.0
45,506,Undirected,77,,,1.0
47,235,Undirected,79,,,1.0
48,417,Undirected,80,,,1.0
50,157,Undirected,82,,,1.0
51,174,Undirected,83,,,1.0
51,55,Undirected,84,,,1.0
51,500,Undirected,85,,,1.0
52,244,Undirected,86,,,1.0
53,245,Undirected,87,,,1.0
54,315,Undirected,88,,,1.0
55,158,Undirected,89,,,1.0
56,492,Undirected,90,,,1.0
58,683,Undirected,92,,,1.0
59,611,Undirected,93,,,1.0
60,515,Undirected,94,,,1.0
61,235,Undirected,95,,,1.0
62,497,Undirected,96,,,1.0
63,235,Undirected,97,,,1.0
63,699,Undirected,98,,,1.0
64,502,Undirected,99,,,1.0
64,385,Undirected,100,,,1.0
64,539,Undirected,101,,,1.0
65,515,Undirected,102,,,1.0
66,316,Undirected,103,,,1.0
66,107,Undirected,104,,,1.0
67,404,Undirected,105,,,1.0
67,373,Undirected,106,,,1.0
68,316,Undirected,107,,,1.0
69,158,Undirected,108,,,1.0
70,245,Undirected,109,,,1.0
71,479,Undirected,110,,,1.0
72,726,Undirected,111,,,1.0
73,268,Undirected,112,,,1.0
73,116,Undirected,113,,,1.0
74,566,Undirected,114,,,1.0
75,117,Undirected,115,,,1.0
76,144,Undirected,116,,,1.0
77,158,Undirected,117,,,1.0
78,168,Undirected,118,,,1.0
79,628,Undirected,119,,,1.0
80,316,Undirected,120,,,1.0
80,330,Undirected,121,,,1.0
80,495,Undirected,122,,,1.0
81,316,Undirected,123,,,1.0
81,66,Undirected,124,,,1.0
81,80,Undirected,125,,,1.0
81,680,Undirected,126,,,1.0
81,724,Undirected,127,,,1.0
81,87,Undirected,128,,,1.0
81,45,Undirected,129,,,1.0
82,319,Undirected,130,,,1.0
82,150,Undirected,131,,,1.0
82,163,Undirected,132,,,1.0
83,228,Undirected,134,,,1.0
84,628,Undirected,135,,,1.0
84,243,Undirected,136,,,1.0
84,409,Undirected,137,,,1.0
85,226,Undirected,138,,,1.0
86,515,Undirected,139,,,1.0
87,316,Undirected,140,,,1.0
87,599,Undirected,141,,,1.0
88,547,Undirected,142,,,1.0
88,677,Undirected,143,,,1.0
89,530,Undirected,144,,,1.0
89,450,Undirected,145,,,1.0
90,515,Undirected,146,,,1.0
91,628,Undirected,147,,,1.0
92,515,Undirected,148,,,1.0
93,157,Undirected,149,,,1.0
94,304,Undirected,150,,,1.0
95,83,Undirected,151,,,1.0
96,715,Undirected,152,,,1.0
97,566,Undirected,153,,,1.0
98,244,Undirected,154,,,1.0
99,527,Undirected,155,,,1.0
99,706,Undirected,156,,,1.0
99,363,Undirected,157,,,1.0
99,313,Undirected,158,,,1.0
99,439,Undirected,159,,,1.0
101,530,Undirected,161,,,1.0
102,286,Undirected,162,,,1.0
103,144,Undirected,163,,,1.0
104,268,Undirected,164,,,1.0
104,116,Undirected,165,,,1.0
105,38,Undirected,166,,,1.0
106,157,Undirected,167,,,1.0
106,650,Undirected,168,,,1.0
106,740,Undirected,169,,,1.0
108,530,Undirected,171,,,1.0
109,595,Undirected,172,,,1.0
109,430,Undirected,173,,,1.0
110,16,Undirected,174,,,1.0
111,492,Undirected,175,,,1.0
112,566,Undirected,176,,,1.0
114,146,Undirected,178,,,1.0
115,527,Undirected,179,,,1.0
115,99,Undirected,180,,,1.0
116,57,Undirected,181,,,1.0
118,515,Undirected,183,,,1.0
118,359,Undirected,184,,,1.0
119,368,Undirected,185,,,1.0
120,235,Undirected,186,,,1.0
121,286,Undirected,187,,,1.0
121,719,Undirected,188,,,1.0
122,158,Undirected,189,,,1.0
123,417,Undirected,190,,,1.0
125,497,Undirected,192,,,1.0
126,188,Undirected,193,,,1.0
126,696,Undirected,194,,,1.0
127,245,Undirected,195,,,1.0
128,235,Undirected,196,,,1.0
128,237,Undirected,197,,,1.0
128,265,Undirected,198,,,1.0
128,141,Undirected,199,,,1.0
128,528,Undirected,200,,,1.0
128,688,Undirected,201,,,1.0
128,370,Undirected,202,,,1.0
128,447,Undirected,203,,,1.0
128,140,Undirected,204,,,1.0
128,710,Undirected,205,,,1.0
128,676,Undirected,206,,,1.0
128,661,Undirected,207,,,1.0
128,468,Undirected,208,,,1.0
128,266,Undirected,209,,,1.0
129,245,Undirected,210,,,1.0
130,417,Undirected,211,,,1.0
131,144,Undirected,212,,,1.0
132,245,Undirected,213,,,1.0
133,235,Undirected,214,,,1.0
134,683,Undirected,215,,,1.0
134,454,Undirected,216,,,1.0
135,527,Undirected,217,,,1.0
135,711,Undirected,218,,,1.0
137,83,Undirected,220,,,1.0
138,611,Undirected,221,,,1.0
139,515,Undirected,222,,,1.0
140,235,Undirected,223,,,1.0
140,265,Undirected,224,,,1.0
140,63,Undirected,225,,,1.0
140,47,Undirected,226,,,1.0
141,235,Undirected,227,,,1.0
141,265,Undirected,228,,,1.0
141,378,Undirected,229,,,1.0
141,133,Undirected,230,,,1.0
142,238,Undirected,231,,,1.0
143,368,Undirected,232,,,1.0
145,417,Undirected,234,,,1.0
145,48,Undirected,235,,,1.0
147,113,Undirected,237,,,1.0
148,100,Undirected,238,,,1.0
150,515,Undirected,240,,,1.0
152,674,Undirected,241,,,1.0
153,245,Undirected,242,,,1.0
154,527,Undirected,243,,,1.0
155,286,Undirected,244,,,1.0
156,715,Undirected,245,,,1.0
158,57,Undirected,248,,,1.0
159,264,Undirected,249,,,1.0
160,683,Undirected,250,,,1.0
161,316,Undirected,251,,,1.0
163,515,Undirected,253,,,1.0
164,515,Undirected,254,,,1.0
164,559,Undirected,255,,,1.0
165,611,Undirected,256,,,1.0
165,237,Undirected,257,,,1.0
165,204,Undirected,258,,,1.0
166,162,Undirected,259,,,1.0
167,417,Undirected,260,,,1.0
168,245,Undirected,261,,,1.0
169,113,Undirected,262,,,1.0
170,566,Undirected,263,,,1.0
171,533,Undirected,264,,,1.0
172,566,Undirected,265,,,1.0
173,417,Undirected,266,,,1.0
174,124,Undirected,268,,,1.0
175,146,Undirected,269,,,1.0
175,677,Undirected,270,,,1.0
175,368,Undirected,271,,,1.0
175,329,Undirected,272,,,1.0
175,650,Undirected,273,,,1.0
175,668,Undirected,274,,,1.0
175,467,Undirected,275,,,1.0
176,146,Undirected,276,,,1.0
177,404,Undirected,277,,,1.0
177,197,Undirected,278,,,1.0
177,84,Undirected,279,,,1.0
178,582,Undirected,280,,,1.0
179,264,Undirected,281,,,1.0
181,611,Undirected,283,,,1.0
181,204,Undirected,284,,,1.0
182,157,Undirected,285,,,1.0
183,626,Undirected,286,,,1.0
184,235,Undirected,287,,,1.0
184,323,Undirected,288,,,1.0
184,596,Undirected,289,,,1.0
185,703,Undirected,290,,,1.0
186,57,Undirected,291,,,1.0
187,49,Undirected,292,,,1.0
187,499,Undirected,293,,,1.0
189,235,Undirected,295,,,1.0
189,324,Undirected,296,,,1.0
189,469,Undirected,297,,,1.0
190,566,Undirected,298,,,1.0
191,417,Undirected,299,,,1.0
191,629,Undirected,300,,,1.0
192,235,Undirected,301,,,1.0
193,174,Undirected,302,,,1.0
194,628,Undirected,303,,,1.0
195,235,Undirected,304,,,1.0
196,316,Undirected,305,,,1.0
197,404,Undirected,306,,,1.0
197,79,Undirected,307,,,1.0
197,302,Undirected,308,,,1.0
197,145,Undirected,309,,,1.0
197,207,Undirected,310,,,1.0
198,226,Undirected,311,,,1.0
199,245,Undirected,312,,,1.0
200,368,Undirected,313,,,1.0
200,426,Undirected,314,,,1.0
201,316,Undirected,315,,,1.0
201,562,Undirected,316,,,1.0
202,319,Undirected,317,,,1.0
202,488,Undirected,318,,,1.0
202,439,Undirected,319,,,1.0
202,287,Undirected,320,,,1.0
203,530,Undirected,321,,,1.0
204,57,Undirected,322,,,1.0
205,515,Undirected,323,,,1.0
205,534,Undirected,324,,,1.0
206,315,Undirected,325,,,1.0
207,417,Undirected,326,,,1.0
207,291,Undirected,327,,,1.0
207,273,Undirected,328,,,1.0
208,174,Undirected,329,,,1.0
208,240,Undirected,330,,,1.0
208,193,Undirected,331,,,1.0
209,566,Undirected,332,,,1.0
210,566,Undirected,333,,,1.0
211,235,Undirected,334,,,1.0
212,235,Undirected,335,,,1.0
213,628,Undirected,336,,,1.0
213,79,Undirected,337,,,1.0
213,191,Undirected,338,,,1.0
213,302,Undirected,339,,,1.0
213,145,Undirected,340,,,1.0
213,207,Undirected,341,,,1.0
213,475,Undirected,342,,,1.0
213,84,Undirected,343,,,1.0
214,57,Undirected,344,,,1.0
215,497,Undirected,345,,,1.0
216,715,Undirected,346,,,1.0
217,495,Undirected,347,,,1.0
218,244,Undirected,348,,,1.0
219,515,Undirected,349,,,1.0
219,559,Undirected,350,,,1.0
220,229,Undirected,351,,,1.0
221,628,Undirected,352,,,1.0
221,344,Undirected,353,,,1.0
222,268,Undirected,354,,,1.0
222,116,Undirected,355,,,1.0
224,515,Undirected,357,,,1.0
225,417,Undirected,358,,,1.0
225,191,Undirected,359,,,1.0
226,611,Undirected,361,,,1.0
227,158,Undirected,362,,,1.0
230,530,Undirected,365,,,1.0
231,158,Undirected,366,,,1.0
231,55,Undirected,367,,,1.0
232,315,Undirected,368,,,1.0
232,257,Undirected,369,,,1.0
232,597,Undirected,370,,,1.0
232,201,Undirected,371,,,1.0
233,235,Undirected,372,,,1.0
233,128,Undirected,373,,,1.0
234,226,Undirected,374,,,1.0
235,611,Undirected,376,,,1.0
236,611,Undirected,377,,,1.0
236,138,Undirected,378,,,1.0
236,59,Undirected,379,,,1.0
237,57,Undirected,380,,,1.0
239,319,Undirected,382,,,1.0
239,163,Undirected,383,,,1.0
239,150,Undirected,384,,,1.0
240,527,Undirected,385,,,1.0
240,260,Undirected,386,,,1.0
242,319,Undirected,388,,,1.0
242,224,Undirected,389,,,1.0
242,150,Undirected,390,,,1.0
243,628,Undirected,391,,,1.0
243,95,Undirected,392,,,1.0
243,35,Undirected,393,,,1.0
246,566,Undirected,396,,,1.0
248,16,Undirected,398,,,1.0
248,450,Undirected,399,,,1.0
248,631,Undirected,400,,,1.0
248,564,Undirected,401,,,1.0
249,235,Undirected,402,,,1.0
249,43,Undirected,403,,,1.0
249,251,Undirected,404,,,1.0
249,693,Undirected,405,,,1.0
250,70,Undirected,406,,,1.0
251,611,Undirected,407,,,1.0
252,515,Undirected,408,,,1.0
253,502,Undirected,409,,,1.0
255,674,Undirected,411,,,1.0
256,515,Undirected,412,,,1.0
257,316,Undirected,413,,,1.0
258,566,Undirected,414,,,1.0
258,209,Undirected,415,,,1.0
259,274,Undirected,416,,,1.0
260,527,Undirected,417,,,1.0
261,417,Undirected,418,,,1.0
261,439,Undirected,419,,,1.0
262,533,Undirected,420,,,1.0
262,40,Undirected,421,,,1.0
262,361,Undirected,422,,,1.0
262,171,Undirected,423,,,1.0
263,235,Undirected,424,,,1.0
263,128,Undirected,425,,,1.0
263,249,Undirected,426,,,1.0
265,235,Undirected,428,,,1.0
266,235,Undirected,429,,,1.0
266,662,Undirected,430,,,1.0
267,628,Undirected,431,,,1.0
270,316,Undirected,434,,,1.0
270,407,Undirected,435,,,1.0
270,196,Undirected,436,,,1.0
271,226,Undirected,437,,,1.0
271,323,Undirected,438,,,1.0
272,515,Undirected,439,,,1.0
273,113,Undirected,440,,,1.0
275,566,Undirected,442,,,1.0
276,235,Undirected,443,,,1.0
278,726,Undirected,445,,,1.0
279,326,Undirected,446,,,1.0
280,604,Undirected,447,,,1.0
281,611,Undirected,448,,,1.0
282,286,Undirected,449,,,1.0
283,595,Undirected,450,,,1.0
284,235,Undirected,451,,,1.0
285,235,Undirected,452,,,1.0
285,214,Undirected,453,,,1.0
285,699,Undirected,454,,,1.0
285,704,Undirected,455,,,1.0
286,83,Undirected,457,,,1.0
287,515,Undirected,458,,,1.0
288,547,Undirected,459,,,1.0
289,664,Undirected,460,,,1.0
290,316,Undirected,461,,,1.0
291,417,Undirected,462,,,1.0
291,393,Undirected,463,,,1.0
292,628,Undirected,464,,,1.0
293,527,Undirected,465,,,1.0
293,99,Undirected,466,,,1.0
294,83,Undirected,467,,,1.0
296,316,Undirected,469,,,1.0
297,624,Undirected,470,,,1.0
298,530,Undirected,471,,,1.0
298,193,Undirected,472,,,1.0
298,438,Undirected,473,,,1.0
298,329,Undirected,474,,,1.0
298,564,Undirected,475,,,1.0
299,16,Undirected,476,,,1.0
300,530,Undirected,477,,,1.0
302,417,Undirected,479,,,1.0
302,105,Undirected,480,,,1.0
303,715,Undirected,481,,,1.0
304,683,Undirected,482,,,1.0
306,626,Undirected,485,,,1.0
307,388,Undirected,486,,,1.0
307,569,Undirected,487,,,1.0
308,319,Undirected,488,,,1.0
309,297,Undirected,489,,,1.0
310,277,Undirected,490,,,1.0
311,502,Undirected,491,,,1.0
311,726,Undirected,492,,,1.0
311,739,Undirected,493,,,1.0
312,628,Undirected,494,,,1.0
312,194,Undirected,495,,,1.0
313,144,Undirected,496,,,1.0
314,174,Undirected,497,,,1.0
317,527,Undirected,500,,,1.0
317,395,Undirected,501,,,1.0
317,204,Undirected,502,,,1.0
318,297,Undirected,503,,,1.0
320,497,Undirected,505,,,1.0
321,326,Undirected,506,,,1.0
322,566,Undirected,507,,,1.0
323,611,Undirected,508,,,1.0
324,144,Undirected,509,,,1.0
325,144,Undirected,510,,,1.0
327,158,Undirected,512,,,1.0
328,611,Undirected,513,,,1.0
328,498,Undirected,514,,,1.0
329,157,Undirected,515,,,1.0
329,533,Undirected,516,,,1.0
329,731,Undirected,517,,,1.0
330,316,Undirected,518,,,1.0
332,344,Undirected,520,,,1.0
332,64,Undirected,521,,,1.0
333,316,Undirected,522,,,1.0
334,188,Undirected,523,,,1.0
334,430,Undirected,524,,,1.0
335,144,Undirected,525,,,1.0
336,454,Undirected,526,,,1.0
337,264,Undirected,527,,,1.0
338,674,Undirected,528,,,1.0
339,319,Undirected,529,,,1.0
339,364,Undirected,530,,,1.0
339,518,Undirected,531,,,1.0
341,703,Undirected,533,,,1.0
343,146,Undirected,535,,,1.0
345,100,Undirected,537,,,1.0
346,319,Undirected,538,,,1.0
346,65,Undirected,539,,,1.0
346,150,Undirected,540,,,1.0
346,205,Undirected,541,,,1.0
346,416,Undirected,542,,,1.0
346,627,Undirected,543,,,1.0
347,286,Undirected,544,,,1.0
348,739,Undirected,545,,,1.0
350,100,Undirected,547,,,1.0
351,527,Undirected,548,,,1.0
352,49,Undirected,549,,,1.0
353,117,Undirected,550,,,1.0
354,530,Undirected,551,,,1.0
354,193,Undirected,552,,,1.0
355,527,Undirected,553,,,1.0
356,349,Undirected,554,,,1.0
356,647,Undirected,555,,,1.0
357,515,Undirected,556,,,1.0
358,244,Undirected,557,,,1.0
359,515,Undirected,558,,,1.0
360,582,Undirected,559,,,1.0
361,533,Undirected,560,,,1.0
362,417,Undirected,561,,,1.0
362,439,Undirected,562,,,1.0
363,527,Undirected,563,,,1.0
364,515,Undirected,564,,,1.0
365,157,Undirected,565,,,1.0
366,664,Undirected,566,,,1.0
367,57,Undirected,567,,,1.0
368,146,Undirected,568,,,1.0
369,226,Undirected,569,,,1.0
370,235,Undirected,570,,,1.0
370,265,Undirected,571,,,1.0
370,662,Undirected,572,,,1.0
371,349,Undirected,573,,,1.0
371,306,Undirected,574,,,1.0
372,286,Undirected,575,,,1.0
373,628,Undirected,576,,,1.0
373,309,Undirected,577,,,1.0
373,453,Undirected,578,,,1.0
374,566,Undirected,579,,,1.0
375,368,Undirected,580,,,1.0
376,389,Undirected,581,,,1.0
376,617,Undirected,582,,,1.0
377,683,Undirected,583,,,1.0
378,235,Undirected,584,,,1.0
378,265,Undirected,585,,,1.0
379,515,Undirected,586,,,1.0
380,286,Undirected,587,,,1.0
381,703,Undirected,588,,,1.0
382,515,Undirected,589,,,1.0
384,168,Undirected,591,,,1.0
385,502,Undirected,592,,,1.0
386,739,Undirected,593,,,1.0
387,315,Undirected,594,,,1.0
388,470,Undirected,595,,,1.0
389,38,Undirected,597,,,1.0
390,188,Undirected,598,,,1.0
391,264,Undirected,599,,,1.0
393,417,Undirected,601,,,1.0
394,264,Undirected,602,,,1.0
395,57,Undirected,603,,,1.0
396,417,Undirected,604,,,1.0
396,642,Undirected,605,,,1.0
397,315,Undirected,606,,,1.0
398,530,Undirected,607,,,1.0
398,77,Undirected,608,,,1.0
399,245,Undirected,609,,,1.0
400,245,Undirected,610,,,1.0
401,628,Undirected,611,,,1.0
402,559,Undirected,612,,,1.0
403,226,Undirected,613,,,1.0
404,628,Undirected,615,,,1.0
405,497,Undirected,616,,,1.0
406,595,Undirected,617,,,1.0
407,316,Undirected,618,,,1.0
408,226,Undirected,619,,,1.0
408,85,Undirected,620,,,1.0
408,415,Undirected,621,,,1.0
409,628,Undirected,622,,,1.0
409,531,Undirected,623,,,1.0
409,236,Undirected,624,,,1.0
409,598,Undirected,625,,,1.0
409,738,Undirected,626,,,1.0
410,158,Undirected,627,,,1.0
411,703,Undirected,628,,,1.0
412,349,Undirected,629,,,1.0
412,463,Undirected,630,,,1.0
413,188,Undirected,631,,,1.0
414,264,Undirected,632,,,1.0
415,226,Undirected,633,,,1.0
416,515,Undirected,634,,,1.0
416,416,Undirected,635,,,1.0
416,636,Undirected,636,,,1.0
418,316,Undirected,638,,,1.0
419,83,Undirected,639,,,1.0
420,453,Undirected,640,,,1.0
420,20,Undirected,641,,,1.0
420,474,Undirected,642,,,1.0
420,32,Undirected,643,,,1.0
421,566,Undirected,644,,,1.0
422,515,Undirected,645,,,1.0
423,628,Undirected,646,,,1.0
424,703,Undirected,647,,,1.0
425,113,Undirected,648,,,1.0
426,368,Undirected,649,,,1.0
427,316,Undirected,650,,,1.0
427,147,Undirected,651,,,1.0
428,527,Undirected,652,,,1.0
429,124,Undirected,653,,,1.0
430,264,Undirected,654,,,1.0
431,319,Undirected,655,,,1.0
431,205,Undirected,656,,,1.0
431,627,Undirected,657,,,1.0
432,566,Undirected,658,,,1.0
433,158,Undirected,659,,,1.0
433,640,Undirected,660,,,1.0
434,226,Undirected,661,,,1.0
434,612,Undirected,662,,,1.0
434,237,Undirected,663,,,1.0
434,395,Undirected,664,,,1.0
434,186,Undirected,665,,,1.0
434,725,Undirected,666,,,1.0
434,9,Undirected,667,,,1.0
435,683,Undirected,668,,,1.0
435,697,Undirected,669,,,1.0
436,158,Undirected,670,,,1.0
437,168,Undirected,671,,,1.0
438,157,Undirected,672,,,1.0
439,626,Undirected,673,,,1.0
439,183,Undirected,674,,,1.0
439,646,Undirected,675,,,1.0
440,683,Undirected,676,,,1.0
441,703,Undirected,677,,,1.0
442,515,Undirected,678,,,1.0
443,739,Undirected,679,,,1.0
444,582,Undirected,680,,,1.0
445,158,Undirected,681,,,1.0
446,515,Undirected,682,,,1.0
447,235,Undirected,683,,,1.0
447,265,Undirected,684,,,1.0
447,192,Undirected,685,,,1.0
448,245,Undirected,686,,,1.0
449,566,Undirected,687,,,1.0
450,174,Undirected,688,,,1.0
450,633,Undirected,689,,,1.0
451,566,Undirected,690,,,1.0
452,628,Undirected,691,,,1.0
453,628,Undirected,692,,,1.0
455,235,Undirected,694,,,1.0
456,495,Undirected,695,,,1.0
457,530,Undirected,696,,,1.0
457,614,Undirected,697,,,1.0
458,611,Undirected,698,,,1.0
459,226,Undirected,699,,,1.0
460,316,Undirected,700,,,1.0
461,264,Undirected,701,,,1.0
462,330,Undirected,702,,,1.0
463,626,Undirected,703,,,1.0
464,515,Undirected,704,,,1.0
465,158,Undirected,705,,,1.0
466,527,Undirected,706,,,1.0
466,711,Undirected,707,,,1.0
467,157,Undirected,708,,,1.0
468,235,Undirected,709,,,1.0
468,237,Undirected,710,,,1.0
468,47,Undirected,711,,,1.0
469,235,Undirected,712,,,1.0
470,245,Undirected,713,,,1.0
470,132,Undirected,714,,,1.0
471,703,Undirected,716,,,1.0
472,527,Undirected,717,,,1.0
473,124,Undirected,718,,,1.0
474,628,Undirected,719,,,1.0
474,221,Undirected,720,,,1.0
475,113,Undirected,721,,,1.0
475,653,Undirected,722,,,1.0
476,174,Undirected,723,,,1.0
477,566,Undirected,724,,,1.0
478,286,Undirected,725,,,1.0
480,113,Undirected,727,,,1.0
481,515,Undirected,728,,,1.0
482,146,Undirected,729,,,1.0
483,235,Undirected,730,,,1.0
484,315,Undirected,731,,,1.0
485,113,Undirected,732,,,1.0
486,316,Undirected,733,,,1.0
487,527,Undirected,734,,,1.0
487,706,Undirected,735,,,1.0
487,29,Undirected,736,,,1.0
488,515,Undirected,737,,,1.0
488,481,Undirected,738,,,1.0
488,359,Undirected,739,,,1.0
489,188,Undirected,740,,,1.0
489,413,Undirected,741,,,1.0
489,126,Undirected,742,,,1.0
489,390,Undirected,743,,,1.0
490,389,Undirected,744,,,1.0
491,245,Undirected,745,,,1.0
493,703,Undirected,747,,,1.0
494,316,Undirected,748,,,1.0
495,316,Undirected,749,,,1.0
496,566,Undirected,750,,,1.0
498,611,Undirected,752,,,1.0
499,49,Undirected,753,,,1.0
500,174,Undirected,754,,,1.0
500,131,Undirected,755,,,1.0
500,116,Undirected,756,,,1.0
500,702,Undirected,757,,,1.0
501,315,Undirected,758,,,1.0
503,235,Undirected,760,,,1.0
504,315,Undirected,761,,,1.0
505,530,Undirected,762,,,1.0
506,316,Undirected,763,,,1.0
507,245,Undirected,764,,,1.0
508,315,Undirected,765,,,1.0
508,666,Undirected,766,,,1.0
509,611,Undirected,767,,,1.0
510,383,Undirected,768,,,1.0
511,226,Undirected,769,,,1.0
512,235,Undirected,770,,,1.0
513,726,Undirected,771,,,1.0
514,319,Undirected,772,,,1.0
515,703,Undirected,774,,,1.0
516,316,Undirected,775,,,1.0
517,530,Undirected,776,,,1.0
518,515,Undirected,777,,,1.0
518,359,Undirected,778,,,1.0
519,330,Undirected,779,,,1.0
520,235,Undirected,780,,,1.0
521,527,Undirected,781,,,1.0
522,628,Undirected,782,,,1.0
523,16,Undirected,783,,,1.0
524,502,Undirected,784,,,1.0
524,726,Undirected,785,,,1.0
524,739,Undirected,786,,,1.0
525,49,Undirected,787,,,1.0
526,158,Undirected,788,,,1.0
528,235,Undirected,790,,,1.0
528,237,Undirected,791,,,1.0
528,528,Undirected,792,,,1.0
529,342,Undirected,793,,,1.0
530,286,Undirected,795,,,1.0
531,611,Undirected,796,,,1.0
531,612,Undirected,797,,,1.0
532,417,Undirected,798,,,1.0
533,157,Undirected,799,,,1.0
534,515,Undirected,800,,,1.0
535,515,Undirected,801,,,1.0
536,515,Undirected,802,,,1.0
537,188,Undirected,803,,,1.0
538,277,Undirected,804,,,1.0
539,502,Undirected,805,,,1.0
540,674,Undirected,806,,,1.0
541,515,Undirected,807,,,1.0
541,559,Undirected,808,,,1.0
542,146,Undirected,809,,,1.0
543,319,Undirected,810,,,1.0
543,65,Undirected,811,,,1.0
543,150,Undirected,812,,,1.0
544,235,Undirected,813,,,1.0
545,599,Undirected,814,,,1.0
545,485,Undirected,815,,,1.0
545,427,Undirected,816,,,1.0
546,247,Undirected,817,,,1.0
546,187,Undirected,818,,,1.0
546,258,Undirected,819,,,1.0
547,157,Undirected,821,,,1.0
548,527,Undirected,822,,,1.0
548,115,Undirected,823,,,1.0
550,527,Undirected,825,,,1.0
551,226,Undirected,826,,,1.0
552,228,Undirected,827,,,1.0
554,502,Undirected,829,,,1.0
554,311,Undirected,830,,,1.0
554,524,Undirected,831,,,1.0
555,168,Undirected,832,,,1.0
556,683,Undirected,833,,,1.0
557,628,Undirected,834,,,1.0
558,530,Undirected,835,,,1.0
561,244,Undirected,838,,,1.0
562,113,Undirected,839,,,1.0
563,146,Undirected,840,,,1.0
564,157,Undirected,841,,,1.0
564,467,Undirected,842,,,1.0
564,106,Undirected,843,,,1.0
564,620,Undirected,844,,,1.0
565,664,Undirected,845,,,1.0
567,94,Undirected,847,,,1.0
569,245,Undirected,849,,,1.0
570,168,Undirected,850,,,1.0
572,515,Undirected,852,,,1.0
572,150,Undirected,853,,,1.0
572,237,Undirected,854,,,1.0
572,630,Undirected,855,,,1.0
572,205,Undirected,856,,,1.0
572,204,Undirected,857,,,1.0
572,488,Undirected,858,,,1.0
572,605,Undirected,859,,,1.0
572,518,Undirected,860,,,1.0
572,118,Undirected,861,,,1.0
573,174,Undirected,862,,,1.0
574,611,Undirected,863,,,1.0
575,515,Undirected,864,,,1.0
576,235,Undirected,865,,,1.0
577,174,Undirected,866,,,1.0
577,684,Undirected,867,,,1.0
578,162,Undirected,868,,,1.0
579,515,Undirected,869,,,1.0
579,626,Undirected,870,,,1.0
581,566,Undirected,872,,,1.0
582,188,Undirected,873,,,1.0
583,316,Undirected,874,,,1.0
583,296,Undirected,875,,,1.0
584,491,Undirected,876,,,1.0
584,569,Undirected,877,,,1.0
585,316,Undirected,878,,,1.0
586,264,Undirected,879,,,1.0
587,245,Undirected,880,,,1.0
588,527,Undirected,881,,,1.0
589,703,Undirected,882,,,1.0
590,274,Undirected,883,,,1.0
591,319,Undirected,884,,,1.0
591,488,Undirected,885,,,1.0
591,439,Undirected,886,,,1.0
591,442,Undirected,887,,,1.0
592,297,Undirected,888,,,1.0
593,368,Undirected,889,,,1.0
594,683,Undirected,890,,,1.0
596,247,Undirected,892,,,1.0
596,430,Undirected,893,,,1.0
596,187,Undirected,894,,,1.0
596,258,Undirected,895,,,1.0
